Statistik från Skolverket, https://www.skolverket.se;;;;;;;;;;
;;;;;;;;;;
Grundskola - Slutbetyg årskurs 9, samtliga elever;;;;;;;;;;
Valt läsår: 2024/25;;;;;;;;;;
;;;;;;;;;;
Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Andel (%) elever som uppfyllt betygskriterierna i alla ämnen;Andel (%) elever behöriga till yrkesprog.;Genomsnittligt meritvärde (17 ämnen)
Skiftingehus F-9;65025285;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;82;58,5;76,8;206,7
Lekebergsskolan 7-9;97648883;Lekeberg;1814;Kommunal;Lekebergs kommun;2120002981;96;67,7;80,2;206,7
Fredriksdalskolan;25486432;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;121;71,9;80,2;206,7
Tegnérskolan;40517936;Säffle;1785;Kommunal;Säffle kommun;2120001900;148;58,8;67,6;206,7
Ätradalsskolan;28080863;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;74;62,2;77;206,7
Enöglaskolan;12753670;Enköping;0381;Kommunal;Enköpings kommun;2120000282;41;51,2;61;206,6
Stadsgårdsskolan;12759583;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;113;54,9;77;206,6
Silvertärnan Öster;32017880;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;73;64,4;80,8;206,6
Deltaskolan;73926940;Haninge;0136;Enskild;Deltaskolan AB;5568658545;62;56,5;82,3;206,5
Nästegårdsskolan åk7-åk9;30499176;Vara;1470;Kommunal;Vara kommun;2120002924;64;67,2;84,4;206,5
Lundenskolan F-9;62419611;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;76;55,3;73,7;206,4
Seminarieskolan;41641029;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;72;44,4;84,7;206,4
Hjortsbergskolan 2;39894929;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;83;57,8;67,5;206,4
Risbroskolan;88657987;Fagersta;1982;Kommunal;Fagersta kommun;2120002106;183;60,7;74,9;206,3
Fruängens skola;19353396;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;73;65,8;75,3;206,3
Vårbyskolan;64949601;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;49;51;57,1;206,2
Högalidskolan 4-9;80693905;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;116;56,9;72,4;206,1
Stenungsunds Montessoriskola;38786895;Stenungsund;1415;Enskild;Stenungsunds Montessori Ekonomiska Förening;7696038103;19;57,9;~100;206,1
Kista grundskola;22513261;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;88;53,4;71,6;206,1
Gränbyskolan;60782519;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;127;55,9;66,1;206,1
Nyhedens skola;40025257;Krokom;2309;Kommunal;Krokoms kommun;2120002478;87;67,8;77;206
Prolympia Sundsvall 7-9;50999973;Sundsvall;2281;Enskild;Ulno AB;5566577705;74;63,5;82,4;206
Skiljeboskolan;77449846;Västerås;1980;Kommunal;Västerås kommun;2120002080;113;60,2;76,1;206
Vittra Gävle;11476454;Gävle;2180;Enskild;Friskolan Lyftet AB;5566044599;23;65,2;~100;205,9
Fårösundsskolan;68188627;Gotland;0980;Kommunal;Region Gotland;2120000803;19;94,7;~100;205,7
Södervärnsskolan;80013231;Gotland;0980;Kommunal;Region Gotland;2120000803;151;59,6;74,8;205,7
Hembergsskolan 7-9;59758107;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;60;76,7;83,3;205,7
Ferlinskolan;76981284;Filipstad;1782;Kommunal;Filipstads kommun;2120001876;87;66,7;86,2;205,6
Kunskapsskolan Motala;93337320;Motala;0583;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;36;63,9;69,4;205,5
Klockarhagsskolan åk 7-9;72295739;Hällefors;1863;Kommunal;Hällefors kommun;2120001942;63;55,6;76,2;205,3
Karesuando skola;79467784;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;10;..;..;205,3
Hagaskolan;67183147;Alvesta;0764;Kommunal;Alvesta kommun;2120000639;147;62,6;81,6;205,2
Nordinskolan;40991541;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;92;51,1;65,2;205,2
Nyboda skola;31281674;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;97;61,9;79,4;205,2
Fittjaskolan Botkyrka Norra;40631085;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;94;59,6;76,6;205,1
Jämjö kunskapscentrum F-9;97495074;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;99;59,6;70,7;205,1
Jens Billeskolan;63754384;Bjuv;1260;Kommunal;Bjuvs kommun;2120001041;51;58,8;72,5;205
Hökarängsskolan;57184925;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;72;62,5;81,9;205
Fagrabäckskolan;29751275;Växjö;0780;Kommunal;Växjö kommun;2120000662;135;60;72,6;204,9
Perslundaskolan åk 7-9;20248329;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;46;69,6;80,4;204,8
Entréskolan Enköping;97000303;Enköping;0381;Enskild;AmiSgo AB;5568148117;24;41,7;75;204,7
Gröna dalen;49674763;Håbo;0305;Kommunal;Håbo kommun;2120000241;57;61,4;68,4;204,7
Ektorpsskolan 1;12079022;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;81;56,8;74,1;204,6
Erikslundskolan 7-9;73269899;Borås;1490;Kommunal;Borås kommun;2120001561;65;55,4;72,3;204,5
Älvboda friskola;74070812;Älvkarleby;0319;Enskild;Friskolan i Skutskär Ekonomisk Förening;7696039135;34;73,5;79,4;204,5
Liljestensskolan 1;34900938;Götene;1471;Kommunal;Götene kommun;2120001652;142;62,7;74,6;204,4
Innovitaskolan Kalix;20525218;Kalix;2514;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;17;..;~100;204,4
Manhemsskolan;10617819;Kalix;2514;Kommunal;Kalix kommun;2120002692;122;67,2;70,5;204,4
Kristinebergskolan;36724390;Åmål;1492;Kommunal;Åmåls kommun;2120001587;158;59,5;74,1;204,3
Kungsskolan;45558673;Örkelljunga;1257;Kommunal;Örkelljunga kommun;2120000878;112;60,7;78,6;204,3
Bergsåkers skola;90847895;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;162;63;76,5;204,2
Örbyhus skola 7-9;69241995;Tierp;0360;Kommunal;Tierps kommun;2120000266;66;56,1;77,3;204,2
Freinetskolan Bild & Form;31872640;Göteborg;1480;Enskild;Freinétskolan Bild & Form Masthugget Kb;9696774224;30;56,7;70;204,1
Markaryds skola 7-9;88784456;Markaryd;0767;Kommunal;Markaryds kommun;2120000654;78;60,3;70,5;204,1
Nybyggeskolan;69664897;Västerås;1980;Kommunal;Västerås kommun;2120002080;148;54,7;68,2;204,1
Korsängsskolan;96757645;Enköping;0381;Kommunal;Enköpings kommun;2120000282;74;67,6;85,1;204
Trollehöjdskolan;28156767;Mullsjö;0642;Kommunal;Mullsjö kommun;2120001603;75;61,3;74,7;203,9
St Olofsskolan;69147256;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;53;58,5;69,8;203,9
Humleskolan;18195751;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;83;63,9;72,3;203,8
Högstadium Odenvi;96973204;Falköping;1499;Kommunal;Falköpings kommun;2120001744;58;65,5;75,9;203,8
Friskolan Vintergatan;62270371;Ljusdal;2161;Enskild;Friskolan Vintergatan Ekonomisk Förening;7696065718;39;59;79,5;203,8
Navestadsskolan 2;67887385;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;77;50,6;63,6;203,8
Mjällby skola;88104795;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;69;63,8;75,4;203,8
Hannaskolan;68950088;Umeå;2480;Enskild;Umeå Kristna Skolförening;8024231154;12;..;..;203,8
Byskeskolan;23992844;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;40;72,5;85;203,7
Lövångersskolan;87194036;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;28;71,4;78,6;203,7
Grundskola Överkalix kommun;85160786;Överkalix;2513;Kommunal;Överkalix kommun;2120002684;19;78,9;~100;203,7
Örsundsbroskolan;98587494;Enköping;0381;Kommunal;Enköpings kommun;2120000282;58;72,4;86,2;203,6
Toleredsskolan F-9;43055932;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;126;52,4;65,9;203,6
Rödsleskolan F-9;55569663;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;79;60,8;74,7;203,6
Kvarnhagsskolan;56417100;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;50;50;68;203,4
Sunnadalskolan F-9;21608206;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;36;58,3;72,2;203,4
Rönnowskolan H1;58793676;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;14;78,6;~100;203,4
Ängarydsskolan;10155751;Tranås;0687;Kommunal;Tranås kommun;2120000597;111;55,9;81,1;203,4
Santosskolan 7-9;76261770;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;166;59;72,3;203,3
Morkarlbyhöjdens skola 7-9;95649680;Mora;2062;Kommunal;Mora kommun;2120002213;133;65,4;80,5;203,3
Kungsmarksskolan;44650086;Munkedal;1430;Kommunal;Munkedals kommun;2120001330;122;53,3;77,9;203,3
Klockarbergsskolan;62958817;Skinnskatteberg;1904;Kommunal;Skinnskattebergs kommun;2120002023;34;76,5;85,3;203,3
Vidhögeskolan 4-9;70460569;Varberg;1383;Kommunal;Varbergs kommun;2120001249;77;54,5;71,4;203,3
Sjöängsskolan;15766661;Askersund;1882;Kommunal;Askersunds kommun;2120001983;111;70,3;81,1;203,2
Söderbymalmsskolan;10035236;Haninge;0136;Kommunal;Haninge kommun;2120000084;187;64,2;75,4;203,2
Kastalskolan;22091017;Östersund;2380;Kommunal;Östersunds kommun;2120002528;71;63,4;74,6;203,2
Silverskolan;14254350;Arjeplog;2506;Kommunal;Arjeplogs kommun;2120002668;21;71,4;~100;203,1
Arbråskolan F-9;75662206;Bollnäs;2183;Kommunal;Bollnäs kommun;2120002361;32;53,1;81,3;203
Sylteskolan 7-9;66414430;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;71;45,1;66,2;203
Gumaeliusskolan;74902204;Örebro;1880;Kommunal;Örebro kommun;2120001967;245;64,5;75,9;203
Paulinska skolan;21086074;Strängnäs;0486;Kommunal;Strängnäs kommun;2120000365;105;57,1;73,3;202,9
Väröbackaskolan 4-9;68613823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;57;70,2;77,2;202,9
Slottsskolan 7-9;52426554;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;77;53,2;72,7;202,9
Fryxellska skolan;25636648;Sunne;1766;Kommunal;Sunne kommun;2120001843;135;65,9;73,3;202,8
Vallåsskolan 7-9;64559541;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;74;45,9;73;202,7
Cederbergsskolan F-9;64778601;Krokom;2309;Kommunal;Krokoms kommun;2120002478;15;..;..;202,7
Vifolkaskolan 7-9;16727370;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;108;56,5;78,7;202,7
Rinkebyskolan;37416253;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;51;43,1;74,5;202,7
Alléskolan  7-9;56528690;Åtvidaberg;0561;Kommunal;Åtvidabergs kommun;2120000415;123;52,8;76,4;202,7
Vittra Adolfsberg;71069736;Helsingborg;1283;Enskild;Vittraskolorna AB;5564586716;22;77,3;~100;202,6
Ljungviksskolan skolenhet B;31733366;Lerum;1441;Kommunal;Lerums kommun;2120001447;53;67,9;84,9;202,6
Persboskolan;10453232;Västerås;1980;Kommunal;Västerås kommun;2120002080;51;54,9;74,5;202,6
Hjulsta grundskola F-9;69266159;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;44;45,5;72,7;202,5
Väståkraskolan;16081769;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;60;53,3;75;202,5
Torvallaskolan;56710032;Östersund;2380;Kommunal;Östersunds kommun;2120002528;59;59,3;66,1;202,5
Ersängsskolan 7-9;96783420;Umeå;2480;Kommunal;Umeå kommun;2120002627;56;55,4;76,8;202,4
Tunaskolan 7-9;43539193;Luleå;2580;Kommunal;Luleå kommun;2120002742;70;61,4;78,6;202,3
Gullhögskolan;84179524;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;156;55,8;78,2;202,2
Gylle skola 7-9;11406792;Borlänge;2081;Kommunal;Borlänge kommun;2120002239;127;53,5;67,7;202,1
Husbygårdsskolan F-9;42149666;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;44;59,1;63,6;202,1
Alléskolan;45270097;Vara;1470;Kommunal;Vara kommun;2120002924;123;64,2;74;202,1
Stenstalidskolan 7-9;30684096;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;87;58,6;74,7;201,9
Rönnenskolan;93599910;Malmö;1280;Kommunal;Malmö kommun;2120001124;77;31,2;61;201,9
Svenstaviks skola 7-9;63849173;Berg;2326;Kommunal;Bergs kommun;2120002502;47;57,4;70,2;201,8
Dalaskolan Södra;79707757;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;48;47,9;72,9;201,7
Vasaskolan 7-9;35494110;Hedemora;2083;Kommunal;Hedemora kommun;2120002254;172;62,2;79,1;201,7
Dackeskolan 7-9;56361478;Tingsryd;0763;Kommunal;Tingsryds kommun;2120000621;104;56,7;74;201,7
Noblaskolan Hemdal;80009811;Västerås;1980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;48;60,4;79,2;201,7
Centralskolan;22347371;Norberg;1962;Kommunal;Norbergs kommun;2120002072;78;67,9;75,6;201,6
Stavreskolan 6-9;49525819;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;53;60,4;77,4;201,6
Anundsjöskolan;51597705;Örnsköldsvik;2284;Kommunal;Örnsköldsviks kommun;2120002445;59;74,6;78;201,6
Viktoriaskolan 1;14808086;Skara;1495;Kommunal;Skara kommun;2120001702;173;56,6;76,9;201,5
Åkerskolan;74265915;Strängnäs;0486;Kommunal;Strängnäs kommun;2120000365;39;64,1;79,5;201,3
Lilla Parkskolan;43802065;Södertälje;0181;Enskild;Aprendere Skolor AB;5564559523;10;..;..;201,3
Smedbergsskolan 4-9;20545871;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;84;61,9;73,8;201,3
Kubikskolan Dibber;82943624;Helsingborg;1283;Enskild;Dibber Kubikskolan AB;5565858619;71;45,1;76,1;201,2
Tunaholmsskolan;48016437;Mariestad;1493;Kommunal;Mariestads kommun;2120001686;119;57,1;78,2;201,2
Stenbergaskolan åk 4-9;46399291;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;53;49,1;66;201,2
Maserskolan;56442130;Borlänge;2081;Kommunal;Borlänge kommun;2120002239;108;51,9;69,4;201,1
Fågelskolan;64936034;Lund;1281;Kommunal;Lunds kommun;2120001132;36;41,7;63,9;201,1
Svarträvens skola 4-9;18991431;Övertorneå;2518;Kommunal;Övertorneå kommun;2120002700;25;52;68;201,1
Vallaskolan 4-9;41865593;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;68;75;80,9;201
Wendela Hellmanskolan;97940004;Härnösand;2280;Kommunal;Härnösands kommun;2120002403;161;58,4;72,7;200,9
Norrsätraskolan;80131736;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;100;57;71;200,7
Ekebyskolan;62812509;Sala;1981;Kommunal;Sala kommun;2120002098;123;65,9;78,9;200,6
Valboskolan 7-9;17089857;Färgelanda;1439;Kommunal;Färgelanda kommun;2120001421;73;63;76,7;200,5
Östervåla skola 7-9;88091927;Heby;0331;Kommunal;Heby kommun;2120002049;81;55,6;79;200,5
Björkhöjdskolan 7-9;95576349;Borås;1490;Kommunal;Borås kommun;2120001561;81;53,1;81,5;200,4
Västra Engelbrektsskolan;57966953;Örebro;1880;Kommunal;Örebro kommun;2120001967;67;58,2;64,2;200,4
Eneskolan;97655739;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;88;54,5;75;200,3
Tanumskolan 7-9;74079446;Tanum;1435;Kommunal;Tanums kommun;2120001348;102;57,8;66,7;200,3
Obbola skola;96298476;Umeå;2480;Kommunal;Umeå kommun;2120002627;39;69,2;79,5;200
Renforsskolan;74352559;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;69;65,2;78,3;199,9
Bjursåsskolan;98702223;Falun;2080;Kommunal;Falu kommun;2120002221;51;58,8;72,5;199,8
Annerstaskolan;79012683;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;50;44;54;199,7
Albäcksskolan 2;84230115;Hultsfred;0860;Kommunal;Hultsfreds kommun;2120000712;35;54,3;71,4;199,7
Fjällenskolan;15080815;Järfälla;0123;Kommunal;Järfälla kommun;2120000043;81;56,8;77,8;199,5
Orsaskolan;19694910;Orsa;2034;Kommunal;Orsa kommun;2120002189;75;53,3;78,7;199,5
Baldersskolan 7-9;86546038;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;68;51,5;85,3;199,4
Rosholmen Education Academy AB;77656740;Stockholm;0180;Enskild;Rosholmen Education Academy AB;5565536678;20;..;70;199,4
Östra Ringskolan;18058977;Västervik;0883;Kommunal;Västerviks kommun;2120000779;70;55,7;75,7;199,4
Klaraskolan 6-9;36130879;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;69;52,2;73,9;199,3
Skälltorpsskolan 7-9;21231498;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;83;51,8;60,2;199,2
Flahultsskolan;28849109;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;170;65,3;80;199,2
Apelgårdsskolan 7-9;87527002;Malmö;1280;Kommunal;Malmö kommun;2120001124;27;37;70,4;199,1
Åsele Centralskola åk F - 9;43833784;Åsele;2463;Kommunal;Åsele kommun;2120002791;30;70;80;199,1
Hässelbygårdsskolan;87838841;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;61;44,3;65,6;199
Silvertärnan Väster;77794757;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;50;62;82;198,8
Österledskolan 7-9;92337813;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;82;67,1;78;198,6
Lundåkerskolan;47236914;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;116;53,4;70,7;198,4
Frykenskolan;21568934;Torsby;1737;Kommunal;Torsby kommun;2120001777;88;63,6;80,7;198,4
Bjärnums skola F-9;65212509;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;69;62,3;71;198,2
Norretullskolan;59782586;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;85;55,3;69,4;198,2
Toftaskolan SO 3;45031033;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;79;58,2;77,2;198,2
Mosstorpsskolan 2;67224193;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;115;53;72,2;198,1
Hallsta skola;24146389;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;69;65,2;81,2;198,1
Bjästaskolan F-9;56331671;Örnsköldsvik;2284;Kommunal;Örnsköldsviks kommun;2120002445;55;56,4;69,1;198,1
Högelidsskolan 7-9;62694008;Mariestad;1493;Kommunal;Mariestads kommun;2120001686;98;50;72,4;198
Örnaskolan;56192472;Hylte;1315;Kommunal;Hylte kommun;2120001207;119;67,2;81,5;197,9
Withalaskolan 2;37915996;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;156;57,7;74,4;197,9
Piggelinen;99469094;Karlskrona;1080;Enskild;Friskolan PANEA AB;5567260954;22;54,5;59,1;197,8
Kroksbäcksskolan;98745015;Malmö;1280;Kommunal;Malmö kommun;2120001124;46;37;71,7;197,8
Paradisskolan Pa02;79650118;Nybro;0881;Kommunal;Nybro kommun;2120000753;109;56;82,6;197,8
Vallonskolan;95523275;Östhammar;0382;Kommunal;Östhammars kommun;2120000290;32;46,9;68,8;197,8
Rävlandaskolan 7-9;34127854;Härryda;1401;Kommunal;Härryda kommun;2120001264;42;61,9;71,4;197,7
Höglidenskolan;29574820;Örnsköldsvik;2284;Kommunal;Örnsköldsviks kommun;2120002445;104;65,4;70,2;197,7
Broskolan;16983719;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;110;57,3;69,1;197,5
Särlaskolan 7-9;23108037;Borås;1490;Kommunal;Borås kommun;2120001561;62;56,5;67,7;197,4
Aspenskolan;15416514;Tierp;0360;Kommunal;Tierps kommun;2120000266;71;59,2;78,9;197,4
Mörmoskolan 7-9;47480841;Hammarö;1761;Kommunal;Hammarö kommun;2120001793;99;49,5;72,7;197,3
Kung Karls skola;18715425;Kungsör;1960;Kommunal;Kungsörs kommun;2120002056;101;57,4;76,2;197,3
Stenkulaskolan;85082785;Malmö;1280;Kommunal;Malmö kommun;2120001124;55;54,5;70,9;197,2
Rådaskolan;53764779;Mellerud;1461;Kommunal;Melleruds kommun;2120001488;100;56;70;197,2
Åvestadalskolan;30454178;Avesta;2084;Kommunal;Avesta kommun;2120002262;96;39,6;79,2;197
Mogaskolan 7-9;71724902;Svenljunga;1465;Kommunal;Svenljunga kommun;2120001512;127;60,6;80,3;197
Kastanjeskolan;90360196;Tomelilla;1270;Kommunal;Tomelilla kommun;2120000886;113;58,4;85;197
Iggesunds skola;80631297;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;57;57,9;68,4;196,8
Kumlaby skola 7-9;75692870;Kumla;1881;Kommunal;Kumla kommun;2120001975;86;62,8;75,6;196,8
Strövelstorps skola SO 1;34909954;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;42;59,5;69;196,8
Svartedalsskolan 4-9;10245367;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;82;46,3;72;196,7
Castorskolan F-9;20372097;Bjurholm;2403;Kommunal;Bjurholms kommun;2120002833;27;63;~100;196,6
Frostaskolan 7-9;38299211;Hörby;1266;Kommunal;Hörby kommun;2120001108;95;53,7;70,5;196,4
Arenaskolan grundskola;81784662;Timrå;2262;Kommunal;Timrå kommun;2120002395;146;61,6;74,7;196,4
Furulundsskolan;48108874;Eksjö;0686;Kommunal;Eksjö kommun;2120000589;41;46,3;63,4;196,3
Guldhedsskolan F-9;11814097;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;82;40,2;67,1;196,2
Gränsskolan;29991096;Haparanda;2583;Kommunal;Haparanda kommun;2120002775;116;49,1;64,7;196,2
Påarps skola;66351593;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;41;61;70,7;196,2
Tornadoskolan AB;29796042;Stockholm;0180;Enskild;ESF Skarpnäck AB;5567620223;22;..;77,3;196,2
Dejeskolan 7-9;48228294;Forshaga;1763;Kommunal;Forshaga kommun;2120001819;54;44,4;77,8;196,1
Fröviskolan 7-9;96316535;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;81;59,3;80,2;196,1
Zederslundsskolan;98031467;Motala;0583;Kommunal;Motala kommun;2120002817;124;45,2;69,4;195,9
Romaskolan;60700608;Gotland;0980;Kommunal;Region Gotland;2120000803;59;61;88,1;195,8
Mellringeskolan 7-9;26290434;Örebro;1880;Kommunal;Örebro kommun;2120001967;91;53,8;63,7;195,8
Parkdalaskolan 7-9;10175276;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;86;53,5;75,6;195,7
Krungårdsskolan;91778864;Mönsterås;0861;Kommunal;Mönsterås kommun;2120000720;41;56,1;73,2;195,5
Ängetskolan 3-9;82726493;Örnsköldsvik;2284;Kommunal;Örnsköldsviks kommun;2120002445;56;66,1;76,8;195,5
Transtenskolan;63503591;Hallsberg;1861;Kommunal;Hallsbergs kommun;2120001926;140;59,3;69,3;195,4
Stenhamreskolan 7-9;97659691;Ljusdal;2161;Kommunal;Ljusdals kommun;2120002320;78;47,4;70,5;195,4
Nilaskolan F-9;28454424;Malå;2418;Kommunal;Malå kommun;2120002866;31;64,5;71;195,4
Norrsundsskolan;39351914;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;24;62,5;70,8;195,1
Älvdalsskolan;22811420;Älvdalen;2039;Kommunal;Älvdalens kommun;2120002197;57;57,9;63,2;195
Slottsvångsskolan;63957271;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;32;50;71,9;194,8
Gunnarsbyskolan F-9;69352527;Eda;1730;Kommunal;Eda kommun;2120001769;58;55,2;69;194,6
Leteboskolan;79844557;Mark;1463;Enskild;Letebo Utbildning AB;5569175663;22;50;54,5;194,6
Bergsjö skola F-9;59871341;Nordanstig;2132;Kommunal;Nordanstigs kommun;2120002312;76;71,1;82,9;194,6
Jättestenskolan;16891307;Grums;1764;Kommunal;Grums kommun;2120001827;84;64,3;81;194,4
Utmarksskolan 4-9;39000072;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;58;56,9;72,4;194,3
Kristiansborgsskolan;65736810;Västerås;1980;Kommunal;Västerås kommun;2120002080;122;48,4;73,8;194,3
Daltorpskolan 7-9;97706771;Borås;1490;Kommunal;Borås kommun;2120001561;122;49,2;68,9;194,2
Fuxernaskolan 7-9;22512947;Lilla Edet;1462;Kommunal;Lilla Edets kommun;2120001496;126;57,9;74,6;194,2
Gransäterskolan;90826660;Håbo;0305;Kommunal;Håbo kommun;2120000241;51;58,8;66,7;194,1
Ängskolan;13666864;Mark;1463;Kommunal;Marks kommun;2120001504;101;48,5;72,3;194,1
Ånge grundskola;74792256;Ånge;2260;Kommunal;Ånge kommun;2120002387;35;60;62,9;194,1
Rotskärsskolan 7-9;96982474;Älvkarleby;0319;Kommunal;Älvkarleby kommun;2120000258;71;43,7;74,6;194,1
Grindtorpsskolan;57228484;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;38;71,1;73,7;194
Antonskolan Österäng;57538739;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;26;42,3;57,7;193,9
Snäckebacksskolan 7-9;12753961;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;90;48,9;74,4;193,9
Kungshögsskolan 3;96958960;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;93;51,6;74,2;193,8
Centralskolan Hoting;20930818;Strömsund;2313;Kommunal;Strömsunds kommun;2120002486;12;..;..;193,8
Almaskolan;14896115;Västerås;1980;Enskild;Stiftelsen Almaskolan;8780017110;17;58,8;~100;193,7
Georgshillsskolan 4-9;90834434;Hörby;1266;Kommunal;Hörby kommun;2120001108;54;50;53,7;193,6
Strömsnässkolan 7-9;59001324;Markaryd;0767;Kommunal;Markaryds kommun;2120000654;46;54,3;76,1;193,4
Långsjöskolan;99749462;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;90;44,4;70;193,3
Centralskolan 4-9;24561124;Perstorp;1275;Kommunal;Perstorps kommun;2120000910;98;48;64,3;193,2
Fröviskolan 6-9;78308250;Högsby;0821;Kommunal;Högsby kommun;2120000688;58;60,3;79,3;193,1
Kallingeskolan 7-9;53155267;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;134;50;75,4;193
Tranmursskolan GKS;87088456;Gävle;2180;Enskild;Föreningen för Gefle Kristna Skola;8850018683;19;..;68,4;192,8
Olaus Petriskolan 7-9;54364658;Örebro;1880;Kommunal;Örebro kommun;2120001967;186;52,2;68,8;192,8
Hagsätraskolan;82110758;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;66;53;60,6;192,2
Gamlestadsskolan F-9;29744401;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;52;40,4;55,8;191,8
Lärjeskolan F-9;39701961;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;91;38,5;58,2;191,7
